SKU;КодКаспи;Номенклатура;Поставщик;Остаток;Цена;РРЦ;Артикул;Производитель;КредитРассрочка;БонуснаяЦена;СпецЦена;СрокГарантии;Категория;КодПоставщика;
88924125;"110253162";"Обжимной инструмент Cablexpert T-766";"Пульсер";4;4260;7546;"T-766";"Cablexpert";6177;5436;4538;"12 мес";"Монтажные инструменты";"154745";
88924126;"109801950";"Сумка Xiaomi Reusable Bag, MIBOTNT2201U";"VenderP";101;1000;3590;"MIBOTNT2201U";"Xiaomi";4385;3508;2530;"12 мес";"Чемоданы и дорожные сумки";"43007";
88924127;"118778968";"Очиститель воздуха SmartMi Air Purifier 2 Dark Blue, KQJHQ02ZM AP5070DBEU";"VenderS";38;110990;110990;"KQJHQ02ZM AP5070DBEU";"SmartMi";130968;120561;114820;"12 мес";"Увлажнители воздуха";"59402";
88924130;"112904749";"Сумка на пояс Xiaomi Sports Fanny Pack Black, M8101614";"VenderP";51;8103;10990;"M8101614";"Xiaomi";10939;9626;8496;"12 мес";"Рюкзаки и спортивные сумки";"39441";
88924132;"108239878";"Сумка для ноутбука HP Prof 15.6 500S7AA";"VSTrade";31;13250;;"500S7AA";"HP";18881;16616;13798;"12 мес";"Сумки для ноутбуков";"29165";
88924132;"108239878";"Сумка для ноутбука HP Prof 15.6 500S7AA";"Марвел";10;15875,82;;"500S7AA";"HP";18881;16616;13798;"12 мес";"Сумки для ноутбуков";"Marvel500S7AA";
88924133;"112481575";"Сумка для ноутбука Exegate Office F1590 Dark Blue 15.6, EX264613RUS ";"Пульсер";6;3536;;"EX264613RUS";"Exegate";6007;5286;3792;"12 мес";"Сумки для ноутбуков";"180730";
88924134;"112481558";"Сумка для ноутбука Exegate Office F1590 Grey 15.6, EX264614RUS";"Пульсер";6;3536;;"EX264614RUS";"Exegate";6007;5286;3792;"12 мес";"Сумки для ноутбуков";"180731";
88924135;"112481571";"Сумка для ноутбука Exegate Office F1595 Black 15.6, EX264610RUS";"Пульсер";6;3793;;"EX264610RUS";"Exegate";6444;5671;4057;"12 мес";"Сумки для ноутбуков";"181471";
88924136;"112481546";"Сумка для ноутбука Exegate Office F1596 Gray 15.6, EX264612RUS";"Пульсер";6;3918;;"EX264612RUS";"Exegate";6460;5685;4186;"12 мес";"Сумки для ноутбуков";"180732";
88924137;"113759662";"Сумка для ноутбука Exegate Office F1596 Black 15.6, EX264611RUS";"Пульсер";6;3665;;"EX264611RUS";"Exegate";6226;5479;3925;"12 мес";"Сумки для ноутбуков";"182662";
88924138;"110866445";"Сумка для ноутбука Exegate Start S15 Gray 15.6, EX205136RUS";"Пульсер";6;2973;;"EX205136RUS";"Exegate";4980;4382;3212;"12 мес";"Сумки для ноутбуков";"180230";
88924139;"112481581";"Сумка для ноутбука Exegate Start S1515 Black 15.6, EX293467RUS";"Пульсер";6;2904;;"EX293467RUS";"Exegate";4932;4340;3141;"12 мес";"Сумки для ноутбуков";"180728";
88924143;"142585261";"Наушники Canyon OnRiff 10 Black, CNS-CBTHS10BK";"Asbis";133;18194;25990;"CNS-CBTHS10BK";"Canyon";25199;22175;18940;"12 мес";"Наушники и гарнитуры";"170105-CNS-CBTHS10BK";
88924144;"113518493";"Наушники Logitech Zone Vibe 100 BT White, 981-001219";"Марвел";3;60224,52;69994;"981-001219";"Logitech";71968;65343;62231;"12 мес";"Наушники и гарнитуры";"";
88924148;"";"Сумка для ноутбука HP Rnw Business 14.1 3E5F9AA";"comportal";5;13663;;"3E5F9AA";"HP";18103;15931;14223;"12 мес";"Сумки для ноутбуков";"218922";
88924151;"110366825";"Сумка для ноутбука Exegate Start S15 Black/Blue 15.6, EX205137RUS";"Пульсер";6;2973;;"EX205137RUS";"Exegate";5050;4444;3212;"12 мес";"Сумки для ноутбуков";"180229";
88924152;"113759592";"Сумка для ноутбука Exegate Start S15 Charcoal Dark Brown 15.6, EX212308RUS";"Пульсер";6;2973;;"EX212308RUS";"Exegate";5050;4444;3212;"12 мес";"Сумки для ноутбуков";"182661";
88924153;"109125336";"Сумка для ноутбука Hama Manchester Black 13.3, 00216575";"Пульсер";6;9911;;"00216575";"HAMA";13281;11687;10358;"12 мес";"Сумки для ноутбуков";"178760";
88924154;"110366837";"Сумка для ноутбука Exegate Start S15 Red 15.6, EX212299RUS";"Пульсер";6;2973;;"EX212299RUS";"Exegate";5050;4444;3212;"12 мес";"Сумки для ноутбуков";"180231";
88924155;"110366802";"Сумка для ноутбука Exegate Start S15 Black 15.6, EX205135RUS";"Пульсер";6;2973;;"EX205135RUS";"Exegate";4980;4382;3212;"12 мес";"Сумки для ноутбуков";"180228";
88924156;"108240053";"Сумка для ноутбука HP Renew Travel 15.6 2Z8A4AA";"VSTrade";30;14310;;"2Z8A4AA";"HP";18961;16685;14889;"12 мес";"Сумки для ноутбуков";"29153";
88924156;"108240053";"Сумка для ноутбука HP Renew Travel 15.6 2Z8A4AA";"Марвел";9;15074,82;;"2Z8A4AA";"HP";18961;16685;14889;"12 мес";"Сумки для ноутбуков";"Marvel2Z8A4AA";
88924157;"104960476";"Сумка для ноутбука HP Prelude 17.3 34Y64AA";"VSTrade";22;9010;;"34Y64AA";"HP";12073;10625;9430;"12 мес";"Сумки для ноутбуков";"28267";
88924158;"101159279";"Сумка для ноутбука HP Prelude Pro Recycled 15.6 1X645AA";"VSTrade";62;10600;;"1X645AA";"HP";14946;13152;11068;"12 мес";"Сумки для ноутбуков";"26397";
88924164;"101760846";"Мышь Canyon MW-9 Gray, CNS-CMSW09DG";"Asbis";317;4544;5490;"CNS-CMSW09DG";"Canyon";7493;6594;4780;"12 мес";"Мыши";"170105-CNS-CMSW09DG";
88924165;"100526776";"Мышь Canyon MW-9 Violet, CNS-CMSW09V";"Asbis";60;4544;5490;"CNS-CMSW09V";"Canyon";7493;6594;4780;"12 мес";"Мыши";"170105-CNS-CMSW09V";
88924168;"123179841";"Мышь Canyon MW-44 Yellow/Blue, CNS-CMSW44UA";"Asbis";1;5194;5990;"CNS-CMSW44UA";"Canyon";7375;6490;5450;"12 мес";"Мыши";"170105-CNS-CMSW44UA";
88924169;"123179838";"Мышь Canyon MW-21 Burgundy Red, CNS-CMSW21BR";"Asbis";19;2594;4490;"CNS-CMSW21BR";"Canyon";4405;3876;2772;"12 мес";"Мыши";"170105-CNS-CMSW21BR";
88924170;"101314485";"Мышь Canyon MW-21 Blue, CNS-CMSW21BL";"Asbis";55;2594;4490;"CNS-CMSW21BL";"Canyon";4410;3881;2772;"12 мес";"Мыши";"170105-CNS-CMSW21BL";
88924171;"129952564";"Мышь Canyon MW-04 Black, CNS-CMSW04B";"Asbis";605;2594;2490;"CNS-CMSW04B";"Canyon";3245;2911;2772;"12 мес";"Мыши";"170105-CNS-CMSW04B";
88924173;"129952551";"Мышь Canyon MW-04 White, CNS-CMSW04W";"Asbis";224;2594;2490;"CNS-CMSW04W";"Canyon";4410;3881;2772;"12 мес";"Мыши";"170105-CNS-CMSW04W";
88924174;"116270156";"Мышь HP 430 3B4Q2AA";"VSTrade";174;13250;;"3B4Q2AA";"HP";17556;15450;13748;"12 мес";"Мыши";"31039";
88924175;"117075248";"Мышь Logitech MX Anywhere 3S Graphite, 910-006929";"Asbis";1160;41566;;"910-006929";"Logitech";50087;45059;42913;"12 мес";"Мыши";"170175-910-006929";
88924175;"117075248";"Мышь Logitech MX Anywhere 3S Graphite, 910-006929";"Elco";1;41572;;"910-006929";"Logitech";50087;45059;42913;"12 мес";"Мыши";"Elco910-006929";
88924179;"";"Сетевой накопитель Synology DiskStation DS223";"Марвел";1;173016;202194;"DiskStation DS223";"SYNOLOGY";211945;187484;178556;"12 мес";"Сетевые хранилища (накопители)";"MarvelDS223";
88924181;"";"Сетевой накопитель Synology DX1222";"Марвел";2;571380;;"DX1222";"SYNOLOGY";694227;618315;588871;"12 мес";"Сетевые хранилища (накопители)";"MarvelDX1222";
88924182;"108062900";"Сетевой накопитель Synology RackStation RS422+";"Марвел";1;480066;594328;"RackStation RS422+";"SYNOLOGY";559277;519559;494818;"12 мес";"Сетевые хранилища (накопители)";"MarvelRS422+";
88924182;"108062900";"Сетевой накопитель Synology RackStation RS422+";"VenderP";2;495273;594328;"RackStation RS422+";"SYNOLOGY";559277;519559;494818;"12 мес";"Сетевые хранилища (накопители)";"63823";
88924183;"";"Сетевой накопитель Synology RX1217";"Марвел";1;678180;;"RX1217";"SYNOLOGY";823989;733819;698875;"12 мес";"Сетевые хранилища (накопители)";"MarvelRX1217";
88924184;"";"Сетевой накопитель Synology RX418";"Марвел";2;272340;;"RX418";"SYNOLOGY";334978;294903;280860;"12 мес";"Сетевые хранилища (накопители)";"MarvelRX418";
88924185;"";"Сетевой накопитель QNAP TS-431K";"Марвел";1;295000;;"TS-431K";"QNAP";362850;319410;304200;"12 мес";"Сетевые хранилища (накопители)";"MarvelTS-431K";
88924186;"";"Сетевой накопитель QNAP TS-431KX-2G";"Марвел";5;390000;;"TS-431KX-2G";"QNAP";473850;422153;402050;"12 мес";"Сетевые хранилища (накопители)";"MarvelTS-431KX-2G";
88924192;"110141576";"Сетевой накопитель Asustor Lockerstor 4 Gen2 AS6702T";"VSTrade";32;280900;;"AS6702T";"Asustor";331623;304161;289677;"12 мес";"Сетевые хранилища (накопители)";"30736";
88924193;"110141518";"Сетевой накопитель Asustor Lockerstor 4 Gen2 AS6704T";"VSTrade";4;378950;;"AS6704T";"Asustor";446423;410202;390669;"12 мес";"Сетевые хранилища (накопители)";"30737";
88924194;"116097718";"Сетевой накопитель Asustor Flashstor 6 FS6706T";"VSTrade";4;278250;;"Flashstor 6 FS6706T";"Asustor";330169;301295;286948;"12 мес";"Сетевые хранилища (накопители)";"30738";
88924195;"116097458";"Сетевой накопитель Asustor Drivestor 2 AS1102T";"VSTrade";4;108650;;"AS1102T";"Asustor";128672;117873;112260;"12 мес";"Сетевые хранилища (накопители)";"30735";
88924198;"";"Видеорегистратор наблюдения Uniview NVR304-16S";"stn";1;66350;;"NVR304-16S";"Uniview";99718;87752;69341;"12 мес";"Видеорегистраторы наблюдения";"0000036670";
88924199;"105238861";"Видеорегистратор наблюдения Uniview NVR302-16S2";"stn";1;51290;;"NVR302-16S2";"Uniview";93480;82262;53829;"12 мес";"Видеорегистраторы наблюдения";"0000003807";
88924200;"106375031";"Видеорегистратор наблюдения Uniview NVR302-09S2";"stn";9;48340;;"NVR302-09S2";"Uniview";58250;53330;50790;"12 мес";"Видеорегистраторы наблюдения";"0000036671";
88924201;"107817364";"Видеорегистратор наблюдения Uniview NVR302-08S2-P8";"stn";8;70260;;"NVR302-08S2-P8";"Uniview";83609;77036;73368;"12 мес";"Видеорегистраторы наблюдения";"0000036672";
88924202;"106358573";"Видеорегистратор наблюдения Uniview NVR301-08X-P8";"stn";15;54680;;"NVR301-08X-P8";"Uniview";65616;60186;57320;"12 мес";"Видеорегистраторы наблюдения";"0000036694";
88924203;"";"Видеорегистратор наблюдения Uniview NVR301-08S3-P8";"stn";1;46440;;"NVR301-08S3-P8";"Uniview";55960;51275;48833;"12 мес";"Видеорегистраторы наблюдения";"0000036695";
88924216;"40600149";"Сетевой фильтр Gembird EHB8-4 (8 розеток типа F)";"Пульсер";6;6461;;"EHB8-4";"Gembird";9045;7960;6805;"12 мес";"Сетевые фильтры, адаптеры";"144504";
88924219;"116264886";"ИБП APC Easy UPS SRV10KI";"VenderP";3;831438;1025441;"SRV10KI";"APC";968625;935171;890639;"12 мес";"Источники бесперебойного питания";"61369";
88924223;"136553628";"Комплект клавиатура + мышь NOMAD Dakota C-270, USB, Black";"Ацерти";2703;3692;;"NOMAD Dakota C-270";"Nomad";4615;4256;4053;"6 мес.";"Наборы Клавиатура + Мышь";"22263";
88924229;"15400092";"Надувной бассейн детский Bestway 54006";"VenderS";1;9199;16709;"54006";"Bestway";13247;12334;11975;"12 мес";"Бассейны";"32860";
88924230;"118853166";"Жесткий диск 1TB Seagate Barracuda ST1000DM014";"Elco";6;37277;25967;"ST1000DM014";"Seagate";45664;41256;39291;"12 мес";"Жесткие диски 3.5"" (для ПК)";"ElcoST1000DM014";
88924238;"107127220";"Мышь Logitech Lift White/Pale Grey, 910-006475";"Asbis";40;41559;44993;"910-006475";"Logitech";50079;45051;42906;"12 мес";"Мыши";"170175-910-006475";
88924239;"";"Кабель питания для ИБП Power Cube RPC-189BLPRO1.8";"Пульсер";11;1680;;"RPC-189BLPRO1.8";"Power Cube";2856;2513;1848;"12 мес";"Кабели";"168327";
88924243;"117724584";"Сетевой фильтр Power Cube SPL6-16-P-3M White (6 розеток, 3 метра)";"Пульсер";11;6431;;"SPL6-16-P-3M White";"Power Cube";9943;8750;6774;"12 мес";"Сетевые фильтры, адаптеры";"185331";
88924244;"112481585";"Сетевой фильтр Power Cube SPL(5+1)-16B-P-1.9M White (6 розеток, 1.9 метра)";"Пульсер";6;5341;;"SPL(5+1)-16B-P-1.9M White";"Power Cube";8652;7614;5651;"12 мес";"Сетевые фильтры, адаптеры";"139676";
88924250;"105336784";"Сетевой фильтр Power Cube SPG(5+1)-B-10 Gray (6 розеток, 3 метра)";"Elco";5;4557;;"SPG(5+1)-B-10 Gray";"Power Cube";7485;6587;4844;"12 мес";"Сетевые фильтры, адаптеры";"ElcoSPG(5+1)-B-10";
88924251;"101052668";"Сетевой фильтр Power Cube SPG(5+1)-B-6 Gray (6 розеток, 1.9 метра)";"Пульсер";1;3752;;"SPG(5+1)-B-6 Gray";"Power Cube";6380;5614;4015;"12 мес";"Сетевые фильтры, адаптеры";"139672";
88924252;"102449751";"Сетевой фильтр Power Cube SPG-B-6 Gray (5 розеток, 1.9 метра)";"Пульсер";11;3604;;"SPG-B-6 Gray";"Power Cube";6122;5387;3862;"12 мес";"Сетевые фильтры, адаптеры";"151308";
88924254;"109075526";"Сетевой фильтр Tessan TPS02-DE Gray (12 розеток)";"Пульсер";1;19174;17990;"TPS02-DE Gray";"Tessan";24639;21682;19899;"12 мес";"Сетевые фильтры, адаптеры";"179329";
88924256;"108206183";"Сетевой фильтр Tessan TS-EOP03-EU Black (2 розетки)";"акцент";4;14632;15990;"TS-EOP03-EU Black";"Tessan";19387;17061;15221;"12 мес";"Сетевые фильтры, адаптеры";"Н0000028592";
88924259;"117898999";"Сетевой фильтр Гарнизон EPS-5-B-5 Black (5 розеток, 5 метров)";"Пульсер";3;3886;;"EPS-5-B-5 Black";"Гарнизон";7274;6401;4153;"12 мес";"Сетевые фильтры, адаптеры";"185208";
88924260;"117331280";"Сетевой фильтр Гарнизон EPS-5-W-2 White (5 розеток, 2 метра)";"Пульсер";6;2899;;"EPS-5-W-2 White";"Гарнизон";4765;4193;3136;"12 мес";"Сетевые фильтры, адаптеры";"185207";
88924275;"118200547";"Пылесос Dreame Trouver Cordless Vacuum Cleaner J20 VJ11A";"stn";50;52560;48990;"VJ11A";"Dreame";68328;60129;55137;"12 мес";"Пылесосы";"0000055263";
88924289;"108465495";"Рюкзак HP Travel 25L 15.6, 6B8U4AA";"Марвел";20;22139,64;;"6B8U4AA";"HP";27785;24451;22954;"12 мес";"Рюкзаки и спортивные сумки";"Marvel6B8U4AA";
88924290;"118190773";"Рюкзак HP Campus XL Marble Stone, 7J592AA";"VSTrade";3;15105;;"7J592AA";"HP";19995;17596;15708;"12 мес";"Рюкзаки и спортивные сумки";"31028";
88924290;"118190773";"Рюкзак HP Campus XL Marble Stone, 7J592AA";"Марвел";20;16783,62;;"7J592AA";"HP";19995;17596;15708;"12 мес";"Рюкзаки и спортивные сумки";"Marvel7J592AA";
88924291;"114212391";"Рюкзак HP Campus XL Tie dye, 7J593AA";"VSTrade";9;13780;;"7J593AA";"HP";18259;16067;14343;"12 мес";"Рюкзаки и спортивные сумки";"30443";
88924293;"115675130";"Рюкзак HP Campus XL Tie dye, 7K0E3AA";"VSTrade";36;14310;;"7K0E3AA";"HP";18961;16685;14889;"12 мес";"Рюкзаки и спортивные сумки";"30426";
88924294;"118631427";"Рюкзак HP Campus Lavender, 7J597AA";"VSTrade";19;11077;;"7J597AA";"HP";14511;12770;11559;"12 мес";"Рюкзаки и спортивные сумки";"31027";
88924295;"118818451";"Рюкзак HP Campus Blue, 7J596AA";"VSTrade";20;11077;;"7J596AA";"HP";14511;12770;11559;"12 мес";"Рюкзаки и спортивные сумки";"31026";
88924296;"118190770";"Рюкзак HP Campus Green, 7J595AA";"VSTrade";12;11077;;"7J595AA";"HP";14511;12770;11559;"12 мес";"Рюкзаки и спортивные сумки";"31025";
88924297;"118631467";"Рюкзак HP Campus XL Tartan Plaid, 7J594AA";"VSTrade";21;14045;;"7J594AA";"HP";18610;16376;14616;"12 мес";"Рюкзаки и спортивные сумки";"31029";
88924299;"121199533";"Наушники Logitech G335 Green, 981-001027";"stn";12;38280;;"981-001027";"Logitech";46984;41609;39628;"12 мес";"Наушники и гарнитуры";"0000055704";
88924310;"116951090";"Материнская плата для сервера Supermicro MBD-X12DPL-I6-O";"Пульсер";1;410674;417767;"MBD-X12DPL-I6-O";"Supermicro";493542;444669;423494;"12 мес";"Материнские платы для сервера";"180312";
88924328;"119660967";"Компьютерное кресло DXRacer Craft Standard F-23-Foldline, GC/LCF23LTA/FOLDLINE";"stn";8;162060;139990;"GC/LCF23LTA/FOLDLINE";"DXRacer";223776;196923;169422;"12 мес";"Компьютерные кресла";"0000052695";
88924329;"115756114";"Компьютерное кресло DXRacer Craft Standard F-23-Black&Red, GC/LCF23LTA/NR";"stn";8;184080;129990;"GC/LCF23LTA/NR";"DXRacer";216294;201707;192102;"12 мес";"Компьютерные кресла";"0000052698";
88924331;"119626159";"Компьютерное кресло DXRacer Craft Standard F-23-Emaze, GC/LCF23LTA/EMAZE";"stn";23;163570;;"GC/LCF23LTA/EMAZE";"DXRacer";210158;184939;170977;"12 мес";"Компьютерные кресла";"0000052694";
88924332;"105194356";"Компьютерное кресло DXRacer Craft Standard F-23-Thinker, GC/LCF23LTA/THINKER";"stn";50;162060;;"GC/LCF23LTA/THINKER";"DXRacer";190421;177893;169422;"12 мес";"Компьютерные кресла";"0000052699";
88924333;"107879746";"Триммер Kitfort KT-3108";"VenderP";2;7868;10490;"KT-3108";"KITFORT";10622;8885;8304;"12 мес";"Машинки для стрижки волос";"63327";
88924335;"5300059";"Фен Remington D5215, 45503560100";"акцент";24;18008;20990;"45503560100";"Remington";23140;20363;19048;"12 мес";"Фены";"00-00003525";
88924335;"5300059";"Фен Remington D5215, 45503560100";"VenderP";23;20990;20990;"45503560100";"Remington";23140;20363;19048;"12 мес";"Фены";"57602";
88924340;"101086750";"Вытяжка Centek CT-1801-60 Inox Steel";"VenderP";10;28268;37490;"CT-1801-60 Inox Steel";"Centek";35194;31832;30316;"12 мес";"Вытяжки";"62987";
88924343;"119186950";"Вафельница Kitfort KT-1691";"VenderP";51;13643;18190;"KT-1691";"KITFORT";18077;15571;14552;"12 мес";"Сэндвичницы и вафельницы";"62817";
88924346;"131763678";"ИБП Legrand Daker DK Plus 5kVA, 310173";"VenderG";2;931042;1890931;"310173";"Legrand";1131216;1047076;997215;"12 мес";"Источники бесперебойного питания";"61267";
88924347;"";"ИБП Vertiv GXT RT+ 1ph UPS 1kVA, GXTRT-1000IRT2UXL";"Марвел";9;83838;;"GXTRT-1000IRT2UXL";"Vertiv";102216;95242;90707;"12 мес";"Источники бесперебойного питания";"MarvelGXTRT-1000IRT2UXL";
88924350;"119900524";"Корпус Deepcool CH160 Black, R-CH160-BKNGI0-G-1";"VenderS";14;21400;31019;"R-CH160-BKNGI0-G-1";"DeepCool";28702;25258;23898;"12 мес";"Корпуса";"61701";
88924351;"119242212";"Корпус Deepcool CH160 WH, R-CH160-WHNGI0-G-1";"VenderS";34;21980;31019;"R-CH160-WHNGI0-G-1";"DeepCool";27033;25250;24048;"12 мес";"Корпуса";"61699";
88924352;"119298848";"Корпус Deepcool MATREXX 55 MESH V4, R-MATREXX55-BKAGA4-G-4";"VenderS";51;32546;50183;"R-MATREXX55-BKAGA4-G-4";"DeepCool";41674;36673;34705;"12 мес";"Корпуса";"32817";
88924352;"119298848";"Корпус Deepcool MATREXX 55 MESH V4, R-MATREXX55-BKAGA4-G-4";"Пульсер";1;35477;50183;"R-MATREXX55-BKAGA4-G-4";"DeepCool";41674;36673;34705;"12 мес";"Корпуса";"188316";
88924353;"119298872";"Корпус Deepcool MATREXX 55 V4, R-MATREXX55-BKADA4-G-4";"VenderS";24;36610;42693;"R-MATREXX55-BKADA4-G-4";"DeepCool";44847;42182;40173;"12 мес";"Корпуса";"61704";
88924354;"119371007";"Сплит-система Centek CT-65A24";"VenderP";4;251872;334090;"CT-65A24";"Centek";294690;275549;262428;"12 мес";"Кондиционеры";"63084";
88924356;"121666717";"Мышь Canyon Carver GM-116 Black, CND-SGM116";"Asbis";12;2594;4690;"CND-SGM116";"Canyon";4405;3876;2772;"12 мес";"Мыши";"170105-CND-SGM116";
88924360;"";"Диск SSD для сервера M.2 SATA 480GB HPE P47818-B21";"Марвел";1;100845,9;;"P47818-B21";"HP";121975;109170;103971;"12 мес";"SSD для сервера";"MarvelP47818-B21";
88924361;"103373074";"Диск SSD для сервера 2.5"" 1.92TB Intel D3-S4520, SSDSC2KB019TZ01";"Asbis";13;190969,2;171794;"SSDSC2KB019TZ01";"Intel";227034;206638;196798;"12 мес";"SSD для сервера";"14-SSDSC2KB019TZ01";
88924367;"";"Диск SSD для сервера 2.5"" 1.92TB Intel D3-S4610, SSDSC2KG019T801";"Asbis";6;249320,9;274935;"SSDSC2KG019T801";"Intel";295877;269746;256901;"12 мес";"SSD для сервера";"14-SSDSC2KG019T801";
88924369;"109100909";"Диск SSD для сервера 2.5"" 3.84TB Intel D3-S4620, SSDSC2KG038TZ01";"Asbis";1;424376;477150;"SSDSC2KG038TZ01";"Intel";513743;459067;437207;"12 мес";"SSD для сервера";"14-SSDSC2KG038TZ01";
88924372;"107416657";"Диск SSD для сервера 2.5"" 1.92TB Lenovo ThinkSystem, 4XB7A38274";"Пульсер";2;250117;299163;"4XB7A38274";"Lenovo";297197;270607;257721;"12 мес";"SSD для сервера";"191411";
88924373;"103155649";"Диск SSD для сервера 2.5"" 960GB Lenovo ThinkSystem, 4XB7A38273";"VenderP";1;143577;172292;"4XB7A38273";"Lenovo";169917;155383;147984;"12 мес";"SSD для сервера";"61532";
88924375;"100186380";"Автомобильный держатель Ritmix RCH-005 V Magnet";"акцент";4;1166;1590;"RCH-005 V Magnet";"Ritmix";1481;1365;1351;"12 мес";"Автомобильные держатели";"Н0000018123";
88924382;"115268176";"Диск SSD для сервера 2.5"" 960GB Samsung PM1653a, MZILG960HCHQ-00A07";"Asbis";5;206883,3;187025;"MZILG960HCHQ-00A07";"Samsung";245802;223850;213190;"12 мес";"SSD для сервера";"23-MZILG960HCHQ-00A07";
88924383;"";"Диск SSD для сервера PCI-Ex4 1.6TB Samsung PM1735, MZPLJ1T6HBJR-00007";"Ацерти";1;248240;;"MZPLJ1T6HBJR-00007";"Samsung";293832;268576;255787;"12 мес";"SSD для сервера";"33273";
88924384;"";"Диск SSD для сервера 2.5"" 1.92TB Samsung PM1743, MZWLO1T9HCJR-00A07";"Ацерти";3;248240;;"MZWLO1T9HCJR-00A07";"Samsung";292920;268576;255787;"12 мес";"SSD для сервера";"33272";
88924390;"4700283";"Автомобильный видеорегистратор SilverStone F1 A50-FHD";"Пульсер";2;11931;;"A50-FHD";"SilverStone";17002;13601;12489;"12 мес";"Автомобильные видеорегистраторы";"163786";
88924393;"113712233";"Автомобильный держатель TTEC AirCharger Drive M, 2KS18";"Asbis";165;25491;29990;"2KS18";"TTEC";31991;26670;26406;"12 мес";"Автомобильные держатели";"173750-2KS18";
88924396;"";"Светильник Rombica Bunny DL-A006";"stn";10;11570;;"DL-A006";"Rombica";16487;13190;12417;"12 мес";"Люстры и светильники";"0000036220";
88924398;"";"Светильник Rombica Puppy DL-A009";"stn";17;15330;;"DL-A009";"Rombica";21462;17170;16290;"12 мес";"Люстры и светильники";"0000004085";
88924411;"101092477";"Рюкзак HP Prelude Pro 15.6, 1X644AA";"VSTrade";55;15370;;"1X644AA";"HP";19981;17583;15981;"12 мес";"Рюкзаки и спортивные сумки";"26744";
88924415;"";"Серверная платформа ASUS 90SF00Z3-M00920";"Ацерти";1;2300500;;"90SF00Z3-M00920";"ASUS";2795108;2490091;2371515;"12 мес";"Серверные платформы";"32401";
88924419;"";"Сетевая карта HPE P26253-B21";"comportal";7;150900;;"P26253-B21";"HPE";127292;114276;108834;"12 мес";"Опции для серверов";"219802";
88924419;"";"Сетевая карта HPE P26253-B21";"VSTrade";1;105470;;"P26253-B21";"HPE";127292;114276;108834;"12 мес";"Опции для серверов";"29209";
88924422;"";"Карта расширения HPE 878360-B21";"VSTrade";1;25970;;"878360-B21";"HPE";38004;33444;26949;"12 мес";"Опции для серверов";"29212";
88924425;"110236916";"Стабилизатор Exegate Power AD5000-1200, 1200VA/600W, EP285940RUS";"Пульсер";4;11235;;"EP285940RUS";"Exegate";14994;13995;12372;"12 мес";"Стабилизаторы";"180251";
88924426;"110239308";"Стабилизатор Exegate Power AD5000-600, 600VA/300W, EP285937RUS";"Пульсер";6;9586;;"EP285937RUS";"Exegate";12845;12104;10674;"12 мес";"Стабилизаторы";"180248";
88924430;"116932181";"Интерактивная панель 86"" IIYAMA ProLite TE8614MIS-B1AG";"VenderG";3;890000;1170000;"TE8614MIS-B1AG";"IIYAMA";1036850;973035;926700;"12 мес";"Интерактивные панели";"56625";
88924432;"116485604";"Интерактивная панель 75"" IIYAMA ProLite TE7514MIS-B1AG, 8Core, 8Gb, 64Gb, 435 кд/м2, точек касания 50, Android 13";"VenderG";10;600000;750000;"TE7514MIS-B1AG";"IIYAMA";699000;659400;628000;"12 мес";"Интерактивные панели";"56624";
88924435;"121998416";"Интерактивная панель 105"" IIYAMA ProLite TE10518UWI-B1AG";"VenderG";2;3290000;4000000;"TE10518UWI-B1AG";"IIYAMA";3997350;3568635;3398700;"12 мес";"Интерактивные панели";"56626";
88924446;"114591792";"Геймпад HyperX Clutch Gladiate RGB, 7D6H2AA";"VenderP";12;20637;32990;"7D6H2AA";"HyperX";25899;22792;21506;"12 мес";"Игровые манипуляторы";"56497";
88924448;"101142464";"Сканер потоковый HP SJ Pro N4000 snw1, 6FW08A";"Марвел";1;295173,84;;"6FW08A";"HP";345353;320280;305029;"12 мес";"Сканеры";"Marvel6FW08A";
88924450;"103097121";"Скатерть Весёлая затея 1502-1288";"VenderP";4;251;1128;"1502-1288";"Весёлая затея";628;514;509;"12 мес";"Скатерти";"24546";
88924463;"130897473";"Терминал распознования лиц Hikvision DS-K1T343MX";"VenderP";14;48369;80616;"DS-K1T343MX";"HIKVISION";63122;50672;50170;"12 мес";"Терминалы сбора данных";"64393";
88924474;"";"Процессор AMD Epyc 7453 OEM";"VenderP";1;374340;391355;"Epyc 7453 OEM";"AMD";436106;404933;385650;"12 мес";"Процессоры для сервера";"60044";
88924476;"116371719";"Процессор AMD Epyc 7313 OEM";"VenderP";2;328061;346915;"Epyc 7313 OEM";"AMD";388252;354882;337983;"12 мес";"Процессоры для сервера";"60040";
88924476;"116371719";"Процессор AMD Epyc 7313 OEM";"comportal";3;625190;346915;"Epyc 7313 OEM";"AMD";388252;354882;337983;"12 мес";"Процессоры для сервера";"217494";
88924478;"103373059";"Процессор AMD Epyc 7413 OEM";"VenderP";1;451222;632684;"Epyc 7413 OEM";"AMD";657624;578709;464839;"12 мес";"Процессоры для сервера";"60047";
88924479;"117129276";"Процессор AMD Epyc 7443 OEM";"VenderP";4;436841;456697;"Epyc 7443 OEM";"AMD";508920;472527;450026;"12 мес";"Процессоры для сервера";"60042";
